,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Xuddur,0,SO,1551921551,57,4.12,43.89,73.25,10.33
377,Tumpat,75,MY,1551916800,94,6.2,102.17,73.4,2.39
378,Westport,92,IE,1551921491,85,53.8,-9.52,46.99,5.01
379,Udalguri,24,IN,1551921552,91,26.75,92.1,44.86,1.16
380,Pevek,80,RU,1551921553,100,69.7,170.27,1.97,3.74
381,Ludvika,92,SE,1551921405,100,60.15,15.18,32.0,8.05
382,Salamiyah,0,SY,1551921553,92,35.01,37.05,41.26,10.89
383,Sri Aman,75,MY,1551916800,94,1.24,111.46,77.0,2.24
384,Petrovsk-Zabaykalskiy,24,RU,1551921554,66,51.27,108.84,13.99,2.39
385,Xai-Xai,92,MZ,1551921554,98,-25.04,33.64,78.2,8.43
386,Aljezur,88,PT,1551921128,93,37.31,-8.8,51.01,10.67
387,Umm Lajj,0,SA,1551921554,100,25.02,37.27,60.34,9.66
388,Christchurch,0,NZ,1551921484,23,-43.53,172.64,84.0,19.46
389,Albacete,0,ES,1551921311,81,39.0,-1.86,44.6,18.34
390,Ossora,92,RU,1551921555,89,59.24,163.07,24.16,16.49
391,Puerto Penasco,0,MX,1551921396,71,31.32,-113.53,66.99,8.99
392,Praya,75,ID,1551918600,94,-8.71,116.27,77.0,4.7
393,Ahipara,92,NZ,1551919801,84,-35.17,173.16,80.01,1.99
394,Dicabisagan,8,PH,1551921556,100,17.08,122.42,75.46,3.51
395,Trincomalee,12,LK,1551921556,94,8.58,81.23,73.93,5.19
396,Hwange,0,ZW,1551921557,49,-18.35,26.5,74.56,13.69
397,Suoyarvi,0,RU,1551921557,77,62.08,32.35,12.68,8.1
398,Nagytarcsa,0,HU,1551921484,52,47.53,19.28,48.0,13.87
399,Hukuntsi,56,BW,1551921557,47,-23.98,21.76,76.81,9.55
400,Plastun,0,RU,1551921558,38,44.76,136.29,26.36,2.73
401,Port Hardy,20,CA,1551916800,32,50.7,-127.42,41.0,9.17
402,Nicoya,20,CR,1551916800,58,10.15,-85.45,82.4,28.86
403,Gamba,0,CN,1551921558,39,28.28,88.52,-16.39,4.63
404,Yangambi,92,CD,1551921559,100,0.77,24.47,72.8,2.73
405,Xiamen,75,CN,1551916800,82,24.46,118.07,55.4,20.13
406,Ulladulla,0,AU,1551921405,34,-35.36,150.48,70.0,10.29
407,Devils Lake,20,US,1551921300,77,48.11,-98.87,6.8,5.82
408,Hithadhoo,92,MV,1551921560,100,-0.6,73.08,82.79,4.41
409,Mao,40,DO,1551921407,65,19.55,-71.08,78.8,2.24
410,Djambala,44,CG,1551921560,88,-2.55,14.76,71.99,3.18
411,Kizilskoye,76,RU,1551921561,93,52.73,58.89,33.2,13.69
412,Nuuk,76,GL,1551919800,40,64.17,-51.74,35.6,24.16
413,Maposeni,20,TZ,1551916800,88,-10.58,35.4,69.8,9.17
414,Kruisfontein,88,ZA,1551921561,85,-34.0,24.73,67.81,19.17
415,Ranong,40,TH,1551916800,100,9.96,98.62,71.6,4.52
416,Manado,20,ID,1551918600,66,1.49,124.85,84.2,2.24
417,Makinsk,92,KZ,1551921562,93,52.63,70.42,30.28,19.84
418,Jerantut,32,MY,1551921562,93,3.94,102.37,71.59,1.61
419,Angoche,80,MZ,1551921562,100,-16.23,39.91,78.34,7.76
420,Itarema,56,BR,1551921563,95,-2.92,-39.92,75.28,4.97
421,Kavieng,48,PG,1551921563,99,-2.57,150.8,84.19,5.19
422,Banda Aceh,12,ID,1551921563,99,5.56,95.32,72.26,2.51
423,Yenagoa,0,NG,1551921563,93,4.92,6.26,75.41,4.85
424,Ahar,0,IR,1551921564,66,38.48,47.07,13.31,2.28
425,Rocha,32,UY,1551921476,67,-34.48,-54.34,78.34,5.53
426,Moyale,0,ET,1551921564,49,3.52,39.05,67.04,5.86
427,Koslan,20,RU,1551921565,75,63.46,48.9,6.92,5.86
428,Neuquen,75,AR,1551916800,31,-38.95,-68.06,73.4,20.8
429,Arroyo,1,US,1551921518,61,41.39,-78.88,14.0,5.82
430,Canico,40,PT,1551921067,59,32.63,-16.85,60.8,6.93
431,Kotido,0,UG,1551921566,89,3.01,34.12,59.53,3.74
432,Fairlie,1,US,1551921545,29,33.31,-95.96,50.0,5.82
433,Kande,90,UG,1551920400,88,0.3,32.05,68.0,2.84
434,Coihaique,75,CL,1551916800,66,-45.58,-72.07,55.4,5.82
435,Zhaozhou,0,CN,1551921567,49,45.71,125.27,25.01,4.63
436,Cukai,75,MY,1551916800,94,4.25,103.42,75.2,1.12
437,Weyburn,0,CA,1551921415,81,49.67,-103.85,1.0,4.0
438,Bauchi,8,NG,1551921567,59,10.31,9.85,65.74,2.95
439,Monte Escobedo,68,MX,1551921568,18,22.3,-103.58,78.61,2.28
440,San Lorenzo,75,PY,1551916800,88,-25.34,-57.51,77.0,9.17
441,Iwanai,0,JP,1551921569,100,42.97,140.51,32.66,10.22
442,Tigil,48,RU,1551921569,86,57.8,158.67,13.22,3.18
443,Oistins,20,BB,1551916800,78,13.07,-59.53,77.0,16.11
444,Wewak,76,PG,1551921569,92,-3.55,143.63,77.84,2.73
445,Gravdal,92,NO,1551921488,80,59.79,5.78,41.0,14.99
446,Ampanihy,0,MG,1551921570,89,-24.69,44.75,70.55,10.0
447,Hofn,92,IS,1551921570,100,64.25,-15.21,33.74,14.81
448,Santa Rosa,0,AR,1551921572,45,-36.62,-64.29,83.83,12.68
449,Kijang,40,KR,1551916800,66,35.24,129.21,48.2,9.17
450,Faya,40,SA,1551916800,87,18.39,42.45,55.4,6.93
451,Krasnoye-na-Volge,0,RU,1551918600,61,57.51,41.24,14.0,11.18
452,Quelimane,75,MZ,1551916800,94,-17.88,36.89,77.0,12.75
453,Katobu,68,ID,1551921573,100,-4.94,122.53,78.65,2.28
454,Kiunga,0,PG,1551921574,82,-6.12,141.3,81.8,2.84
455,Peniche,20,PT,1551921449,87,39.36,-9.38,53.01,6.93
456,Cabo Rojo,40,PR,1551921395,100,18.09,-67.15,78.01,6.93
457,Yumen,56,CN,1551921574,56,40.29,97.04,29.29,8.21
458,Kromy,0,RU,1551921575,65,52.69,35.77,5.53,2.95
459,Nalut,0,LY,1551921575,60,31.86,10.98,47.15,5.64
460,Hudiksvall,64,SE,1551921575,100,61.73,17.1,23.26,6.53
461,Luba,0,PH,1551921575,62,17.32,120.7,74.42,3.96
462,Tessalit,0,ML,1551921575,21,20.2,1.01,56.56,5.75
463,Chaman,0,AF,1551921576,80,30.92,66.46,28.61,2.62
464,Hamilton,40,BM,1551921386,63,32.3,-64.78,62.6,25.28
465,Umarkot,0,PK,1551921576,61,25.37,69.74,62.54,6.42
466,Behshahr,12,IR,1551921577,86,36.69,53.54,38.51,2.06
467,Baykit,0,RU,1551921577,69,61.68,96.39,0.53,4.18
468,Nakasongola,0,UG,1551921577,92,1.32,32.46,61.28,2.84
469,Vila Velha,40,BR,1551921491,83,-3.71,-38.6,79.0,2.24
470,High Level,20,CA,1551920400,61,58.52,-117.13,15.8,10.29
471,Vermillion,20,US,1551921392,73,42.78,-96.93,25.0,10.29
472,Upington,20,ZA,1551920400,32,-28.46,21.24,80.6,5.82
473,San Angelo,1,US,1551921376,37,31.46,-100.44,52.0,12.75
474,Carrickmacross,75,IE,1551921304,86,53.98,-6.72,43.0,14.99
475,Adiake,20,CI,1551916800,89,5.29,-3.3,84.2,8.05
476,Athabasca,8,CA,1551921286,81,54.72,-113.29,10.21,12.68
477,Muswellbrook,8,AU,1551921005,65,-32.27,150.89,70.0,5.01
478,Uvarovka,8,RU,1551921580,65,55.53,35.61,5.44,7.76
479,Kattivakkam,20,IN,1551918600,83,13.22,80.32,82.4,10.29
480,Oum Hadjer,12,TD,1551921580,26,13.3,19.7,78.29,9.89
481,Hambantota,40,LK,1551917400,100,6.12,81.12,77.0,2.24
482,Anamur,40,TR,1551916200,93,36.08,32.84,46.4,4.7
483,Kalmunai,0,LK,1551921581,98,7.42,81.82,71.59,3.74
484,Egvekinot,36,RU,1551921545,85,66.32,-179.17,14.26,3.29
485,Sapele,0,NG,1551921582,93,5.89,5.68,78.02,4.29
486,Cicero Dantas,32,BR,1551921582,77,-10.6,-38.38,75.46,8.21
487,Ati,0,TD,1551921582,19,13.21,18.34,80.86,12.91
488,Singureni,0,RO,1551921191,69,44.23,25.94,43.0,3.36
489,Vlasim,0,CZ,1551921443,75,49.71,14.9,43.0,5.82
490,Grafton,90,AU,1551921496,61,-29.69,152.93,78.8,18.34
491,Huntington,1,US,1551921359,50,38.42,-82.45,30.0,4.7
492,Ribnitz-Damgarten,75,DE,1551921433,87,54.24,12.43,48.0,10.29
493,Dongobesh,64,TZ,1551921584,93,-4.07,35.37,55.21,2.17
494,Ayagoz,12,KZ,1551921584,74,47.96,80.43,3.91,8.99
495,Ladnun,0,IN,1551921584,66,27.64,74.39,48.68,2.84
496,Shwebo,0,MM,1551921585,90,22.57,95.7,59.75,3.62
497,Bandarbeyla,8,SO,1551921586,100,9.49,50.81,77.08,6.42
498,Aleksandrov Gay,48,RU,1551921586,92,50.14,48.57,32.84,11.01
499,Santiago,0,CL,1551921362,20,-33.44,-70.65,73.4,12.75
500,Chuy,8,UY,1551921587,77,-33.69,-53.46,78.2,14.25
501,La Crosse,1,US,1551921354,78,43.8,-91.24,19.4,8.05
502,Vrangel,0,RU,1551921587,100,42.73,133.08,33.11,12.24
503,Genc,88,TR,1551921588,86,38.75,40.56,30.01,2.28
504,Minudasht,0,IR,1551916800,75,37.23,55.37,46.4,4.7
505,Biak,32,ID,1551921588,100,-0.91,122.88,79.1,1.83
506,Reitz,68,ZA,1551921377,93,-27.8,28.43,58.63,2.95
507,Tonawanda,75,US,1551921545,60,43.02,-78.88,14.0,5.82
508,Maralal,0,KE,1551921589,88,1.1,36.7,51.02,2.17
509,Garissa,0,KE,1551921589,63,-0.46,39.64,78.16,6.98
510,Pokhara,0,NP,1551921590,70,28.21,83.99,34.78,2.73
511,Kandalaksha,76,RU,1551921590,77,67.15,32.41,10.25,3.4
512,Sao Luiz Gonzaga,0,BR,1551921590,88,-28.41,-54.96,76.04,6.2
513,Tapes,8,BR,1551921590,84,-30.67,-51.4,75.73,5.53
514,Bubaque,0,GW,1551921591,82,11.28,-15.83,81.58,12.68
515,Awbari,0,LY,1551921591,41,26.59,12.77,48.19,5.97
516,Muros,40,ES,1551921569,81,42.77,-9.06,51.01,6.93
517,Daura,8,NG,1551921592,34,13.04,8.32,70.91,9.1
518,Hermiston,90,US,1551921387,79,45.84,-119.29,28.99,6.93
519,Nelson,88,CA,1551921593,69,49.49,-117.29,24.65,2.06
520,Port-Cartier,75,CA,1551921509,45,50.03,-66.88,6.01,9.17
521,Taphan Hin,0,TH,1551916800,73,16.22,100.43,75.2,8.05
522,Kokopo,32,PG,1551921594,100,-4.34,152.27,82.84,1.72
523,Jiaonan,0,CN,1551916800,69,35.88,119.98,37.4,11.18
524,Lenger,80,KZ,1551918600,93,42.18,69.89,35.6,2.24
525,Labe,8,NG,1551921594,70,7.7,8.47,82.25,11.79
526,Bilibino,76,RU,1551921594,77,68.06,166.44,3.68,3.06
527,Labytnangi,80,RU,1551921595,74,66.66,66.39,9.31,2.95
528,Omsukchan,12,RU,1551921595,68,62.53,155.8,-7.21,3.62
529,Villaviciosa,40,ES,1551921543,70,43.48,-5.43,52.0,10.29
530,Grand Gaube,40,MU,1551921544,83,-20.01,57.66,77.0,8.77
531,Plettenberg Bay,64,ZA,1551921596,100,-34.05,23.37,68.71,17.27
532,Bonthe,0,SL,1551921596,87,7.53,-12.5,78.2,5.64
533,Ozinki,80,RU,1551921597,94,51.2,49.73,32.93,11.45
534,Tual,12,ID,1551921597,100,-5.67,132.75,82.97,4.85
535,Atbasar,56,KZ,1551921598,88,51.81,68.36,27.13,16.82
536,Beloha,56,MG,1551921598,80,-25.17,45.06,75.32,10.45
537,Dobson,1,US,1551921310,31,36.4,-80.72,37.4,7.2
538,Novobirilyussy,76,RU,1551921598,87,56.95,90.69,18.71,4.74
539,Ishinomaki,75,JP,1551916800,93,38.42,141.3,42.8,10.29
540,Daru,32,SL,1551921599,54,7.99,-10.85,83.24,10.89
541,Bucerias,75,MX,1551921332,74,20.76,-105.33,78.8,10.29
542,Galeana,32,MX,1551921020,41,24.83,-100.08,64.0,3.0
543,Grand-Santi,48,GF,1551921600,96,4.27,-54.38,75.28,2.73
544,Krutinka,88,RU,1551921600,92,56.01,71.51,32.53,17.94
545,Georgetown,75,GY,1551916800,88,6.8,-58.16,77.0,6.93
546,Suda,36,RU,1551921601,75,59.15,37.56,11.51,13.8
547,Bud,20,NO,1551921354,74,62.91,6.91,33.8,23.04
548,Nome,1,US,1551921601,45,30.04,-94.42,53.01,5.82
549,Lerwick,92,GB,1551918000,86,60.15,-1.15,41.0,28.86
550,Mnogovershinnyy,0,RU,1551921603,62,53.94,139.92,8.99,2.62
551,Bacolod,0,PH,1551921603,78,10.68,122.95,76.99,7.87
552,Dispur,40,IN,1551918600,93,26.14,91.79,60.8,6.53
553,Broome,80,GB,1551921603,81,52.47,1.45,51.01,14.99
554,Dwarka,0,IN,1551918600,87,28.58,77.04,55.4,3.36
555,Gasa,0,BT,1551921605,55,27.91,89.73,-6.67,0.38
556,Jumla,0,NP,1551921605,76,29.28,82.18,2.42,0.94
557,Calvinia,0,ZA,1551921605,82,-31.47,19.78,53.18,3.29
558,Kulob,90,TJ,1551920400,81,37.91,69.78,46.4,4.47
559,Wlingi,92,ID,1551921606,97,-8.09,112.32,70.33,5.97
560,Galveston,1,US,1551921602,79,40.58,-86.19,26.6,12.75
561,Hasaki,75,JP,1551921576,93,35.73,140.83,48.2,19.46
562,Cape Canaveral,1,US,1551921604,70,28.41,-80.6,54.0,5.82
563,Traralgon,32,AU,1551921423,51,-38.19,146.54,64.0,1.01
564,Ontario,90,US,1551921524,100,34.07,-117.65,62.6,6.93
565,Bathsheba,20,BB,1551916800,78,13.22,-59.52,77.0,16.11
566,Neiafu,75,TO,1551916800,74,-18.65,-173.98,84.2,5.82
567,Nadym,76,RU,1551921608,85,65.53,72.51,19.97,14.92
568,Charlestown,1,US,1551921605,53,41.38,-71.64,23.0,3.36
569,Gewane,56,ET,1551921608,83,10.16,40.66,68.12,2.84
570,Casas Grandes,12,MX,1551921608,22,30.15,-110.24,77.89,4.18
571,Lyubinskiy,75,RU,1551918600,92,55.15,72.69,30.2,13.42
572,Stoke-on-Trent,90,GB,1551921604,75,53.02,-2.18,45.0,8.05
573,el Prat de Llobregat,20,ES,1551921608,58,41.32,2.1,59.0,12.75
574,Camapua,24,BR,1551921609,87,-19.53,-54.04,73.43,4.63
575,Gdynia,0,PL,1551921604,83,54.52,18.54,42.01,13.87
576,Hopkinsville,75,US,1551921606,34,36.87,-87.49,36.0,3.36
577,Boyuibe,0,BO,1551921610,70,-20.43,-63.28,79.33,16.04
578,Pacific Grove,20,US,1551921608,58,36.62,-121.92,57.2,13.87
579,Warmbad,88,DE,1551921519,50,50.67,13.08,53.01,9.17
580,Wuwei,76,CN,1551921465,74,37.93,102.64,18.17,2.73
